# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# time,realtime,ref,inp,inp0,inp1,dis,state...
0.000000000000000000e+00,1.644628934854122162e+09,-0.000000000000000000e+00,-7.211188443376101778e-03,0.000000000000000000e+00,-2.884475377350440711e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.666666666666666644e-02,1.644628934857114553e+09,-4.646968747399017172e-07,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,0.000000000000000000e+00,1.106681051083093543e-07,1.324338456781540785e-05
3.333333333333333287e-02,1.644628934859108686e+09,-1.490916225632305943e-06,-7.211188443376101778e-03,0.000000000000000000e+00,-2.884475377350440711e-02,1.884338821576968359e-05,-6.638482894377485785e-07,-1.058545166236440449e-04
5.000000000000000278e-02,1.644628934876766205e+09,-2.561926697016047623e-06,-7.211188443376101778e-03,0.000000000000000000e+00,-2.884475377350440711e-02,7.895300191563899461e-05,-3.398577472465285757e-06,-2.219903781316242186e-04
6.666666666666666574e-02,1.644628934892828226e+09,-3.209354704366075086e-06,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,1.847479753301529298e-04,-6.931570098553184090e-06,-2.020241999104433991e-04
8.333333333333332871e-02,1.644628934910847664e+09,-3.013995253413797937e-06,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,3.392527742744839482e-04,-1.011321054619622359e-05,-1.798342938853019174e-04
1.000000000000000056e-01,1.644628934929792404e+09,-1.605238298648115214e-06,-3.837954738196905358e-01,0.000000000000000000e+00,-1.535181895278762143e+00,5.439559750031842467e-04,-6.602050085138981626e-05,-6.511452300991564177e-03
1.166666666666666685e-01,1.644628934943384647e+09,1.340834852172644526e-06,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,7.986936694977116689e-04,-1.734243567538113189e-04,-6.377382831257923622e-03
1.333333333333333315e-01,1.644628934963209152e+09,6.104606852115225959e-06,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,1.101559736860694425e-03,-2.785704072237162932e-04,-6.240523399167416559e-03
1.499999999999999944e-01,1.644628934979167700e+09,1.292723094103499091e-05,-7.211188443376101778e-03,0.000000000000000000e+00,-2.884475377350440711e-02,1.448844861504162192e-03,-3.825130841082104291e-04,-6.232619781980788289e-03
1.666666666666666574e-01,1.644628934996219873e+09,2.201596820525096354e-05,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,1.835005792152133832e-03,-4.851651078996365666e-04,-6.086030275647236025e-03
1.833333333333333204e-01,1.644628935013267756e+09,3.355041673402875738e-05,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,2.252665926021260156e-03,-5.853365328418385716e-04,-5.934960365931755792e-03
2.000000000000000111e-01,1.644628935030864477e+09,4.768947836832612209e-05,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,2.692647874882039480e-03,-6.829502212804437148e-04,-5.779115160238859975e-03
2.166666666666666741e-01,1.644628935046375513e+09,6.457889590085834602e-05,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,3.144038229261018197e-03,-7.779256687807621640e-04,-5.618385022911267547e-03
2.333333333333333370e-01,1.644628935063754082e+09,8.435918367974614633e-05,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,3.594284289224271810e-03,-8.701822925752595358e-04,-5.452869608290108333e-03
2.500000000000000000e-01,1.644628935082671642e+09,1.071737677445215472e-04,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,4.029322080504586616e-03,-9.596430995609229152e-04,-5.282899380623111776e-03
2.666666666666666630e-01,1.644628935098377228e+09,1.331771479898877350e-04,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,4.433734528774110374e-03,-1.046238688142313430e-03,-5.109054163889228603e-03
2.833333333333333259e-01,1.644628935115336180e+09,1.625428944676356505e-04,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,4.790938228186247469e-03,-1.129911530879687803e-03,-4.932178298009159620e-03
2.999999999999999889e-01,1.644628935133154154e+09,1.954712928093596438e-04,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,5.083396818407573924e-03,-1.210620478175502591e-03,-4.753392017733628315e-03
3.166666666666666519e-01,1.644628935151312113e+09,2.321964598413063605e-04,-7.211188443376101778e-03,0.000000000000000000e+00,-2.884475377350440711e-02,5.292858582587870418e-03,-1.289452098271331353e-03,-4.706532561984270134e-03
3.333333333333333148e-01,1.644628935167033911e+09,2.729927596778076440e-04,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,5.400615502230676421e-03,-1.366387635198822517e-03,-4.526232714013343934e-03
3.499999999999999778e-01,1.644628935185646057e+09,3.181803627833349412e-04,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,5.387780658624993953e-03,-1.440344850520100615e-03,-4.349125101708725336e-03
3.666666666666666408e-01,1.644628935203080177e+09,3.681298055010573736e-04,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,5.235580558961523863e-03,-1.511395756448460524e-03,-4.177460467124749499e-03
3.833333333333333037e-01,1.644628935221044779e+09,4.232654251300835692e-04,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,4.925658692692976189e-03,-1.579652102101549837e-03,-4.013755757253853300e-03
4.000000000000000222e-01,1.644628935236991405e+09,4.840675655259414774e-04,-7.211188443376101778e-03,0.000000000000000000e+00,-2.884475377350440711e-02,4.440386393894349588e-03,-1.646376354002798388e-03,-3.993211539510634067e-03
4.166666666666666852e-01,1.644628935253946781e+09,5.510734700941214131e-04,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,3.763176901654715321e-03,-1.711747895314492474e-03,-3.851766330498437602e-03
4.333333333333333481e-01,1.644628935270936489e+09,6.248768026069157280e-04,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,2.878798375695885980e-03,-1.774903703762114107e-03,-3.727276496449627788e-03
4.500000000000000111e-01,1.644628935286859751e+09,7.061257611337543776e-04,8.012431603754229968e-04,0.000000000000000000e+00,3.204972641501691987e-03,1.773681540729510689e-03,-1.836154515528918164e-03,-3.623110272997741299e-03
