2022-02-06-13:33:06.739324,14.0,15.0,356.0
2022-02-06-13:33:06.740266,12.0,13.0,356.0
2022-02-06-13:33:06.741264,6.0,7.0,356.0
2022-02-06-13:33:06.742269,10.0,7.0,356.0
2022-02-06-13:33:06.743259,6.0,8.0,356.0
2022-02-06-13:33:06.743259,2.0,3.0,356.0
2022-02-06-13:33:06.744255,3.0,29.0,356.0
2022-02-06-13:33:06.745253,1.0,29.0,356.0
2022-02-06-13:33:06.746285,6.0,17.0,356.0
2022-02-06-13:33:06.747255,5.0,10.0,356.0
2022-02-06-13:33:06.750239,7.0,8.0,356.0
2022-02-06-13:33:06.751258,5.0,11.0,356.0
2022-02-06-13:33:06.751258,4.0,13.0,355.0
2022-02-06-13:33:06.752270,5.0,6.0,355.0
2022-02-06-13:33:06.753247,19.0,6.0,356.0
2022-02-06-13:33:06.754256,12.0,19.0,356.0
2022-02-06-13:33:06.755252,2.0,11.0,356.0
2022-02-06-13:33:06.756252,0.0,6.0,356.0
2022-02-06-13:33:06.757249,10.0,3.0,356.0
2022-02-06-13:33:06.758218,7.0,4.0,356.0
2022-02-06-13:33:06.759239,6.0,7.0,357.0
2022-02-06-13:33:06.760213,9.0,18.0,356.0
2022-02-06-13:33:06.761214,4.0,11.0,356.0
2022-02-06-13:33:06.762237,11.0,4.0,356.0
2022-02-06-13:33:06.763233,12.0,1.0,356.0
2022-02-06-13:33:06.764231,1.0,8.0,356.0
2022-02-06-13:33:06.765227,2.0,3.0,355.0
2022-02-06-13:33:06.766197,0.0,13.0,356.0
2022-02-06-13:33:06.767221,10.0,6.0,356.0
2022-02-06-13:33:06.768219,13.0,7.0,356.0
2022-02-06-13:33:06.769217,14.0,4.0,356.0
2022-02-06-13:33:06.770213,6.0,20.0,356.0
2022-02-06-13:33:06.771211,1.0,6.0,356.0
2022-02-06-13:33:06.772207,3.0,4.0,356.0
2022-02-06-13:33:06.773204,5.0,3.0,356.0
2022-02-06-13:33:06.774201,15.0,18.0,356.0
2022-02-06-13:33:06.775200,10.0,8.0,356.0
2022-02-06-13:33:06.776198,4.0,4.0,356.0
2022-02-06-13:33:06.777196,6.0,4.0,356.0
2022-02-06-13:33:06.778191,2.0,7.0,356.0
2022-02-06-13:33:06.780210,4.0,0.0,356.0
2022-02-06-13:33:06.780210,5.0,2.0,356.0
2022-02-06-13:33:06.781190,13.0,0.0,356.0
2022-02-06-13:33:06.782180,5.0,19.0,356.0
2022-02-06-13:33:06.783178,8.0,4.0,356.0
2022-02-06-13:33:06.784176,3.0,2.0,356.0
2022-02-06-13:33:06.785174,5.0,4.0,356.0
2022-02-06-13:33:06.786170,5.0,1.0,356.0
2022-02-06-13:33:06.787170,2.0,10.0,356.0
2022-02-06-13:33:06.788168,13.0,3.0,355.0
2022-02-06-13:33:06.789135,5.0,8.0,356.0
2022-02-06-13:33:06.790159,2.0,8.0,356.0
2022-02-06-13:33:06.791157,7.0,5.0,356.0
2022-02-06-13:33:06.792137,8.0,5.0,356.0
2022-02-06-13:33:06.793134,9.0,1.0,356.0
2022-02-06-13:33:06.794149,13.0,9.0,356.0
2022-02-06-13:33:06.795119,2.0,18.0,357.0
2022-02-06-13:33:06.795119,6.0,7.0,356.0
2022-02-06-13:33:06.796130,3.0,1.0,356.0
2022-02-06-13:33:06.797139,17.0,7.0,356.0
2022-02-06-13:33:06.798137,1.0,17.0,356.0
2022-02-06-13:33:06.799135,1.0,6.0,356.0
2022-02-06-13:33:06.800106,4.0,1.0,356.0
2022-02-06-13:33:06.801137,7.0,5.0,356.0
2022-02-06-13:33:06.802127,21.0,12.0,355.0
2022-02-06-13:33:06.803123,6.0,11.0,356.0
2022-02-06-13:33:06.804124,20.0,15.0,356.0
2022-02-06-13:33:06.805119,0.0,4.0,356.0
