2022-01-24-18:20:42.170187,3.0,12.0,411.0
2022-01-24-18:20:42.171239,0.0,3.0,411.0
2022-01-24-18:20:42.172182,0.0,3.0,411.0
2022-01-24-18:20:42.172182,10.0,2.0,412.0
2022-01-24-18:20:42.174222,8.0,0.0,411.0
2022-01-24-18:20:42.174222,8.0,7.0,411.0
2022-01-24-18:20:42.175174,7.0,0.0,412.0
2022-01-24-18:20:42.176204,8.0,1.0,412.0
2022-01-24-18:20:42.177193,6.0,6.0,411.0
2022-01-24-18:20:42.178194,8.0,9.0,411.0
2022-01-24-18:20:42.179193,17.0,3.0,411.0
2022-01-24-18:20:42.180184,9.0,13.0,411.0
2022-01-24-18:20:42.181185,5.0,14.0,411.0
2022-01-24-18:20:42.182185,0.0,8.0,411.0
2022-01-24-18:20:42.183177,2.0,3.0,412.0
2022-01-24-18:20:42.184176,2.0,1.0,411.0
2022-01-24-18:20:42.185178,9.0,6.0,411.0
2022-01-24-18:20:42.186170,8.0,5.0,411.0
2022-01-24-18:20:42.187172,6.0,0.0,411.0
2022-01-24-18:20:42.188165,7.0,12.0,412.0
2022-01-24-18:20:42.189163,6.0,10.0,411.0
2022-01-24-18:20:42.190159,2.0,4.0,411.0
2022-01-24-18:20:42.191161,17.0,7.0,411.0
2022-01-24-18:20:42.192155,4.0,2.0,411.0
2022-01-24-18:20:42.193151,3.0,3.0,412.0
2022-01-24-18:20:42.194159,7.0,12.0,412.0
2022-01-24-18:20:42.195171,1.0,6.0,412.0
2022-01-24-18:20:42.196144,5.0,7.0,412.0
2022-01-24-18:20:42.197162,3.0,4.0,411.0
2022-01-24-18:20:42.198165,10.0,0.0,411.0
2022-01-24-18:20:42.199157,7.0,4.0,412.0
2022-01-24-18:20:42.200154,6.0,6.0,411.0
2022-01-24-18:20:42.201152,1.0,13.0,411.0
2022-01-24-18:20:42.202102,1.0,8.0,411.0
2022-01-24-18:20:42.203152,2.0,6.0,412.0
2022-01-24-18:20:42.204124,10.0,10.0,412.0
2022-01-24-18:20:42.205141,6.0,2.0,412.0
2022-01-24-18:20:42.206091,4.0,0.0,411.0
2022-01-24-18:20:42.208132,7.0,5.0,412.0
2022-01-24-18:20:42.208132,10.0,2.0,412.0
2022-01-24-18:20:42.209083,4.0,16.0,412.0
2022-01-24-18:20:42.210080,7.0,5.0,412.0
2022-01-24-18:20:42.211123,7.0,3.0,411.0
2022-01-24-18:20:42.212101,5.0,0.0,411.0
2022-01-24-18:20:42.213119,7.0,2.0,411.0
2022-01-24-18:20:42.214070,8.0,9.0,411.0
2022-01-24-18:20:42.215113,8.0,6.0,412.0
2022-01-24-18:20:42.216110,9.0,4.0,412.0
2022-01-24-18:20:42.217110,3.0,1.0,411.0
2022-01-24-18:20:42.218105,1.0,5.0,412.0
2022-01-24-18:20:42.219107,3.0,15.0,412.0
2022-01-24-18:20:42.220054,2.0,8.0,411.0
