# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# time,realtime,ref,inp,dis,state...
0.000000000000000000e+00,1.642707324869214058e+09,0.000000000000000000e+00,1.967570998523096859e-01,0.000000000000000000e+00,9.975557047934034693e-02
1.666666666666666644e-02,1.642707324872185469e+09,0.000000000000000000e+00,9.975557047934034693e-02,0.000000000000000000e+00,9.975557047934034693e-02
3.333333333333333287e-02,1.642707324875178099e+09,0.000000000000000000e+00,1.881452516810951936e-01,0.000000000000000000e+00,1.881452516810951936e-01
5.000000000000000278e-02,1.642707324891267300e+09,0.000000000000000000e+00,1.364741626538070740e-01,0.000000000000000000e+00,1.364741626538070740e-01
6.666666666666666574e-02,1.642707324910381556e+09,0.000000000000000000e+00,2.096748721091317991e-01,0.000000000000000000e+00,2.096748721091317991e-01
8.333333333333332871e-02,1.642707324926492214e+09,0.000000000000000000e+00,2.053689480235246223e-01,0.000000000000000000e+00,2.053689480235246223e-01
1.000000000000000056e-01,1.642707324944471359e+09,0.000000000000000000e+00,9.054430574066199555e-02,0.000000000000000000e+00,9.054430574066199555e-02
1.166666666666666685e-01,1.642707324959461689e+09,0.000000000000000000e+00,9.054430574066199555e-02,0.000000000000000000e+00,9.054430574066199555e-02
1.333333333333333315e-01,1.642707324977987051e+09,0.000000000000000000e+00,4.234324933790873519e-02,0.000000000000000000e+00,4.234324933790873519e-02
1.499999999999999944e-01,1.642707324994469166e+09,0.000000000000000000e+00,6.674348582301722899e-02,0.000000000000000000e+00,6.674348582301722899e-02
1.666666666666666574e-01,1.642707325013882399e+09,0.000000000000000000e+00,3.887321671337387596e-02,0.000000000000000000e+00,3.887321671337387596e-02
1.833333333333333204e-01,1.642707325028116226e+09,0.000000000000000000e+00,7.895856653050190022e-03,0.000000000000000000e+00,7.895856653050190022e-03
2.000000000000000111e-01,1.642707325044202328e+09,0.000000000000000000e+00,7.296440085586327479e-03,0.000000000000000000e+00,7.296440085586327479e-03
2.166666666666666741e-01,1.642707325061108112e+09,0.000000000000000000e+00,-3.719810879902273049e-02,0.000000000000000000e+00,-3.719810879902273049e-02
2.333333333333333370e-01,1.642707325079586506e+09,0.000000000000000000e+00,-1.363376377498685087e-02,0.000000000000000000e+00,-1.363376377498685087e-02
2.500000000000000000e-01,1.642707325093655586e+09,0.000000000000000000e+00,4.030852474190944890e-02,0.000000000000000000e+00,4.030852474190944890e-02
2.666666666666666630e-01,1.642707325112605095e+09,0.000000000000000000e+00,6.327345319848207139e-02,0.000000000000000000e+00,6.327345319848207139e-02
2.833333333333333259e-01,1.642707325129091740e+09,0.000000000000000000e+00,6.757937728408953959e-02,0.000000000000000000e+00,6.757937728408953959e-02
2.999999999999999889e-01,1.642707325147287846e+09,0.000000000000000000e+00,7.193165103711267718e-04,0.000000000000000000e+00,7.193165103711267718e-04
3.166666666666666519e-01,1.642707325166237831e+09,0.000000000000000000e+00,7.475591742676844509e-02,0.000000000000000000e+00,7.475591742676844509e-02
3.333333333333333148e-01,1.642707325181296110e+09,0.000000000000000000e+00,8.193245756944690650e-02,0.000000000000000000e+00,8.193245756944690650e-02
3.499999999999999778e-01,1.642707325195519209e+09,0.000000000000000000e+00,1.479566268820930175e-01,0.000000000000000000e+00,1.479566268820930175e-01
3.666666666666666408e-01,1.642707325213701487e+09,0.000000000000000000e+00,2.010630239379171402e-01,0.000000000000000000e+00,2.010630239379171402e-01
3.833333333333333037e-01,1.642707325230790138e+09,0.000000000000000000e+00,2.648159937609550485e-01,0.000000000000000000e+00,2.648159937609550485e-01
4.000000000000000222e-01,1.642707325247166157e+09,0.000000000000000000e+00,2.734278419321695686e-01,0.000000000000000000e+00,2.734278419321695686e-01
4.166666666666666852e-01,1.642707325264778137e+09,0.000000000000000000e+00,2.814402735359207708e-01,0.000000000000000000e+00,2.814402735359207708e-01
4.333333333333333481e-01,1.642707325281867743e+09,0.000000000000000000e+00,2.929227377642072971e-01,0.000000000000000000e+00,2.929227377642072971e-01
4.500000000000000111e-01,1.642707325297667265e+09,0.000000000000000000e+00,3.632528311624604322e-01,0.000000000000000000e+00,3.632528311624604322e-01
4.666666666666666741e-01,1.642707325314990282e+09,0.000000000000000000e+00,3.847824515904974541e-01,0.000000000000000000e+00,3.847824515904974541e-01
4.833333333333333370e-01,1.642707325333399296e+09,0.000000000000000000e+00,3.201935903063867772e-01,0.000000000000000000e+00,3.201935903063867772e-01
5.000000000000000000e-01,1.642707325348356962e+09,0.000000000000000000e+00,3.503350589056384856e-01,0.000000000000000000e+00,3.503350589056384856e-01
5.166666666666666075e-01,1.642707325366910219e+09,0.000000000000000000e+00,4.077473800470699516e-01,0.000000000000000000e+00,4.077473800470699516e-01
5.333333333333333259e-01,1.642707325383025408e+09,0.000000000000000000e+00,2.914874297356712662e-01,0.000000000000000000e+00,2.914874297356712662e-01
5.500000000000000444e-01,1.642707325399516582e+09,0.000000000000000000e+00,3.374172866488163725e-01,0.000000000000000000e+00,3.374172866488163725e-01
5.666666666666666519e-01,1.642707325417431593e+09,0.000000000000000000e+00,2.444852064678448567e-01,0.000000000000000000e+00,2.444852064678448567e-01
5.833333333333333703e-01,1.642707325436404943e+09,0.000000000000000000e+00,1.822940114535876732e-01,0.000000000000000000e+00,1.822940114535876732e-01
5.999999999999999778e-01,1.642707325451890707e+09,0.000000000000000000e+00,7.477237609364942306e-02,0.000000000000000000e+00,7.477237609364942306e-02
6.166666666666666963e-01,1.642707325469188929e+09,0.000000000000000000e+00,7.453590120004023600e-02,0.000000000000000000e+00,7.453590120004023600e-02
6.333333333333333037e-01,1.642707325485167027e+09,0.000000000000000000e+00,4.786446522532371295e-02,0.000000000000000000e+00,4.786446522532371295e-02
6.500000000000000222e-01,1.642707325503219843e+09,0.000000000000000000e+00,-6.121894494339586573e-02,0.000000000000000000e+00,-6.121894494339586573e-02
6.666666666666666297e-01,1.642707325517181635e+09,0.000000000000000000e+00,-9.997226171386203175e-02,0.000000000000000000e+00,-9.997226171386203175e-02
6.833333333333333481e-01,1.642707325535125494e+09,0.000000000000000000e+00,3.578258442957406305e-02,0.000000000000000000e+00,3.578258442957406305e-02
6.999999999999999556e-01,1.642707325554075003e+09,0.000000000000000000e+00,1.855888808714464475e-02,0.000000000000000000e+00,1.855888808714464475e-02
7.166666666666666741e-01,1.642707325568635702e+09,0.000000000000000000e+00,5.073508128239515719e-02,0.000000000000000000e+00,5.073508128239515719e-02
7.333333333333332815e-01,1.642707325587131023e+09,0.000000000000000000e+00,5.217038931093118115e-02,0.000000000000000000e+00,5.217038931093118115e-02
7.500000000000000000e-01,1.642707325604076147e+09,0.000000000000000000e+00,8.511731887394735629e-03,0.000000000000000000e+00,8.511731887394735629e-03
7.666666666666666075e-01,1.642707325620244026e+09,0.000000000000000000e+00,3.351138493996558276e-02,0.000000000000000000e+00,3.351138493996558276e-02
7.833333333333333259e-01,1.642707325635220528e+09,0.000000000000000000e+00,4.642915719678768899e-02,0.000000000000000000e+00,4.642915719678768899e-02
8.000000000000000444e-01,1.642707325654165983e+09,0.000000000000000000e+00,6.652346959628870071e-02,0.000000000000000000e+00,6.652346959628870071e-02
